id,recipe_id,user_id,rating,description,has_photos
0eb28c1b-a619-4dff-8b89-8b76ffdfe92f,e0d1c537-6096-46cc-9ad7-c4219d768378,d8034e6a-0e29-4105-a9b7-60be28d8471c,4.5,Will definitely cook this again.,FALSE
09015372-8cb5-4cc1-8eb1-58b4c50e3e7a,dc5b7fab-f2c5-4c74-94f0-fede30341a00,3ad232c9-a67a-4570-98e1-2e3665befda7,3.9,Will definitely cook this again.,TRUE
5a3162da-6b89-4d4d-9e94-9962dd9c022c,9014a456-74b2-4653-a977-ed090f0496f5,d33f718d-97b6-4d42-adc1-856b31ded5b4,2.7,Easy to make and very tasty.,TRUE
70e502ec-287c-4a77-a61e-ed829e6b121e,5788f738-cebe-42d3-9c40-035b3389834d,0db50f0e-3cc8-4d1c-9051-6e89cd39c5a0,2.8,Could use more vegetables.,TRUE
b8bbc5a1-78e3-4fae-861b-14037dff61c8,f9380c62-bad6-4b21-9873-615c4138c9f0,437b6ae7-c53a-4398-ac00-4cacbb16c3d4,2.8,Simple and satisfying.,TRUE
5177b269-bbfc-4d76-a8ef-c3092bb329e3,32d2ffd7-dbfd-4452-8f64-9ca02a33d51c,2cba46e9-a2c0-4254-97b6-b1cfb17b7fda,4.3,My kids loved it!,TRUE
4210baf0-8b2a-43cf-9fcd-f3a8301812c2,02a9af0a-3fe8-4987-a939-744de97d97f9,7e7a94ab-f344-45ce-999e-7b3f4f188183,4.5,The texture was a little off.,FALSE
41565d19-0ea1-4cb1-b602-efc59f4e4750,2264191d-1707-46d0-9cef-d72b0a05cb57,4b23caee-72df-4f8d-8829-10bba0de426a,3.5,Absolutely amazing!,FALSE
4f77da17-e95e-4eb0-ba41-4ce409e44210,2cb699a0-8278-40a8-8659-bf68fbb00d2b,4c5f4b54-14f4-475e-97f9-505ac05c1047,2.7,Absolutely amazing!,FALSE
299cae92-5c7e-4986-924d-bebe5abe70e5,b5993aad-685b-44e3-81da-6b78579de076,6dea04ef-eec2-44aa-a595-919f9af3e6fb,4.8,"Family loved it, great flavors.",FALSE
a95913ce-1589-4a9c-a3c5-b86ad978afb7,2e24f8bb-3803-41a5-b835-4ac289233f6d,5bca54c5-d852-4f6f-94f4-8579c81735c2,3.1,"Nice presentation, tasted great.",TRUE
fa947c70-e8cb-49f8-94af-93bb6608421e,f54fb83f-7f8c-4f25-a2f6-05f014268f37,c21f382f-106a-49f3-ba38-0a19fdf92f2d,2.8,"Not my favorite, but okay.",TRUE
631d8252-7ae8-4eb1-9346-25eb6d853594,70ba18d3-0818-4192-b019-561c8ac60542,e5937b13-956c-4aff-9d64-73e180a77f99,2.5,Simple and satisfying.,TRUE
3a698b6e-43a7-4a0a-a367-0bfbda5b59ae,70ba18d3-0818-4192-b019-561c8ac60542,1a3217ba-b9e3-454b-8b49-c92b25792adc,3,Easy to make and very tasty.,FALSE
47dea9bc-5233-4080-bbdf-bbae4a123c75,fac47c76-be3d-4b7f-954b-f5d488399c58,437b6ae7-c53a-4398-ac00-4cacbb16c3d4,4.3,Could use more vegetables.,TRUE
42ee85ce-af9b-48a8-a8d5-69a6a349d2d6,78644f53-c1d0-48c8-9f52-1ba3edf3f7eb,d391a684-4796-4354-9909-9ed06e3f13dc,2.6,"Family loved it, great flavors.",TRUE
50d5801c-c4e6-4873-a05d-e5235e2094cc,565f29db-8f4b-4345-a330-2bcf9df6139f,cc087b88-c5e2-4ebb-b1fb-89dc3fc801e6,3.6,I was impressed with the result.,TRUE
57c8645e-eda1-4a48-befa-e2bbaf7077d4,33764feb-6eeb-44f7-a3c7-8a629ae77185,47e7f8ca-6f18-4b03-a171-042483bea171,4.2,Simple and satisfying.,FALSE
23732df4-3973-4fb2-b283-03515c128d45,9014a456-74b2-4653-a977-ed090f0496f5,1005f846-b91d-42bf-9504-5dbfb0035785,3.8,My kids loved it!,FALSE
2619f335-1510-4f66-a322-c02b0880d6c6,a1dacd6d-cba4-4482-9048-f05754bec294,47e7f8ca-6f18-4b03-a171-042483bea171,3,Simple and satisfying.,TRUE
b061a2f7-f8ee-4518-a736-fbd2557582a6,a24b8f65-a674-41c6-8db4-0d3ae1fb5b0c,12aedfe3-f88d-424b-ae0c-4182ef52d984,3.7,Would recommend to friends.,TRUE
a088e916-1c95-4716-b7c3-c24ec509d8bf,68ead65d-3799-4089-9eac-9e443938b42c,0635c0f9-a180-476d-b81a-d65da19c78f3,4.2,Will definitely cook this again.,TRUE
400cc3b3-335c-4aa2-ad53-b0767a298073,6baad9a1-0ef6-40d1-b0f1-1028340cd0c2,fd061d74-30ef-4827-8ca7-0591587b6121,4.4,Perfect for a quick dinner.,FALSE
87048b27-5e59-42ad-83d2-4697cf3df5c1,f0372169-f982-4448-907f-741894d5b5bf,2274677d-4daf-45b6-a023-73aebd916b51,4.5,"A bit bland, added extra spices.",FALSE
36dbe3f7-6988-49b6-9e9a-3780034a5cf6,ab46b1f5-a822-45b0-bdb2-11ccdcf98abf,8fb676ee-2e65-4c26-96c6-a58b3dfdd6c9,3.3,A bit too spicy for me.,TRUE
e8d18662-20f6-4099-a128-40196f439996,c6a9d671-867c-4aa8-8b96-14bce876b3b5,1c3716c5-cdb6-4114-852d-9c8cbbc10bc9,2.6,A bit too spicy for me.,TRUE
cfa60d7a-0a3e-4f4f-add6-958a008d5a23,57a2ffa8-9b41-4e46-9091-127ce5563a92,27857371-def4-4998-aef0-d423dbc10dbf,3.6,Easy to make and very tasty.,TRUE
2bbbea21-9049-44ad-8821-3555e80ec314,4928b3b5-5b2c-43be-adfa-093b2841bce5,c21f382f-106a-49f3-ba38-0a19fdf92f2d,4.9,Would recommend to friends.,TRUE
6490e3e4-2af2-4d5c-a189-285b7e1f1ae0,e7708296-e74a-4bf1-9383-c33547cf2283,6ab98b24-33c9-46b7-84d1-7e53730592bf,2.6,Would recommend to friends.,TRUE
a3611703-0fd5-4072-9692-7f8b29b06a8a,795a767e-ee3d-4a61-ab18-66cd406fdcd7,4981a66c-c44d-4697-a0ab-2b57db9d4e96,3.2,Absolutely amazing!,FALSE
852d6c65-d165-4522-8c4e-7ceefc99811e,dc95222f-7679-4ecb-b00e-33d1f9bf8108,29661fa1-a7dc-432a-b01d-370a9bac4d61,3.3,"Delicious, will make again!",FALSE
eb85239c-c370-44d6-b4c2-0aea75b48e68,a1dacd6d-cba4-4482-9048-f05754bec294,1a3217ba-b9e3-454b-8b49-c92b25792adc,4.3,"Good, but needs more seasoning.",TRUE
1a8fc385-15e5-4f50-baa6-bed300621bce,2e24f8bb-3803-41a5-b835-4ac289233f6d,e2e5d28e-11b6-4d84-9a17-8cffd5e10fd6,4,Simple and satisfying.,FALSE
bdd5ffa0-9d80-4c9e-81c2-a4898e1af461,387cabec-3b60-455a-9e31-e13874280a59,df6d8804-120f-4645-8251-ea67c4706fc3,4.1,"Not my favorite, but okay.",TRUE
fa182934-aa51-4cf1-9268-a50831b1d1f3,d5fc6914-1b45-4db3-8d7b-93662e994dfc,28a79883-895d-4ed7-b50b-cba8f7cc0fbb,2.7,Would recommend to friends.,FALSE
bbb6ba07-cd1f-4f90-9a3b-4f55c4b51697,2c0dabe6-e629-45f1-b8bc-3b866e8c86c2,8fb676ee-2e65-4c26-96c6-a58b3dfdd6c9,5,"Delicious, will make again!",TRUE
a80d0737-b51a-4c31-a1a7-ebe6cb72af10,ffa0bcfc-3669-45da-b766-678c4ba68bcb,87832d28-254a-4a0b-8370-c6214e199fb5,4.9,Could use more vegetables.,FALSE
eb896096-1a1c-47f4-883e-0d42495b47e4,bfb1a350-e49f-4b55-981b-08fab2fd9d07,151b8761-0606-42e5-8fbb-80e2196143fe,4.3,Easy to make and very tasty.,TRUE
