user_id,ingredient_id,quantity,unit_id
cdcbddb3-3152-495b-acd1-1c31697152eb,83d8df76-37b0-43f9-9f3b-dde96f2ab8c8,135.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
cdcbddb3-3152-495b-acd1-1c31697152eb,cabab904-8ec4-4d1b-b701-99093a9c8220,62.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
cdcbddb3-3152-495b-acd1-1c31697152eb,87dccb5b-5262-4b27-b292-0f3bc0ea915a,138.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
7c52c46f-4e4e-4031-a23e-525d371d17a5,ec583eb9-56c3-422a-b34a-fbca1a285766,59.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
7c52c46f-4e4e-4031-a23e-525d371d17a5,709364bc-514e-4559-a8ec-ea71468dc891,109.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
7c52c46f-4e4e-4031-a23e-525d371d17a5,4c102109-1ee9-43c5-9e88-bacf0e668d0d,28.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
7c52c46f-4e4e-4031-a23e-525d371d17a5,4fa170f1-a8b7-4cd3-9e5c-dc513c1fc25f,9.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
7c52c46f-4e4e-4031-a23e-525d371d17a5,52b53d42-3782-4a61-972f-046752d553cf,31.3,88eab83f-6a40-4470-a1bc-2d8d460bb105
7c52c46f-4e4e-4031-a23e-525d371d17a5,5c3da6a1-fffd-499f-9a1e-37a1b0706fd4,103.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
7c52c46f-4e4e-4031-a23e-525d371d17a5,ab70cc29-3c38-4990-aacb-da019ba11dd1,63.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
7c52c46f-4e4e-4031-a23e-525d371d17a5,c261d725-4f92-4bb5-a150-0da24d7a520b,99.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
7c52c46f-4e4e-4031-a23e-525d371d17a5,fb261397-84fc-4182-889b-96de72a6bd80,55.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
dce5364e-b3e3-446d-81ce-cfa537871a04,2aa17ede-a10e-407f-8feb-41d0cc54dc7a,59.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
dce5364e-b3e3-446d-81ce-cfa537871a04,4220b200-ef4c-485a-8c07-12d57bdf1688,110.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
dce5364e-b3e3-446d-81ce-cfa537871a04,c88c52ba-2534-40e4-8d49-3b0860df4649,145.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
dce5364e-b3e3-446d-81ce-cfa537871a04,17015c7b-e74d-4774-afe9-0dd5cb837bed,91.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
dce5364e-b3e3-446d-81ce-cfa537871a04,e0936c15-f17a-41f2-aacb-b91c81107046,132.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
dce5364e-b3e3-446d-81ce-cfa537871a04,83d8df76-37b0-43f9-9f3b-dde96f2ab8c8,115.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
dce5364e-b3e3-446d-81ce-cfa537871a04,ee6611b2-a656-4c16-b938-ccede9148216,127.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
dce5364e-b3e3-446d-81ce-cfa537871a04,1bb34aa2-e426-46e9-a518-d44fb6b419e5,138.3,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,e0936c15-f17a-41f2-aacb-b91c81107046,136.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,17015c7b-e74d-4774-afe9-0dd5cb837bed,105.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,5e768450-4ec5-41c9-9096-81edd2c010c3,15.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,31d3c9c1-2bca-4db6-8e6e-68a2e079938d,64.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,2aa17ede-a10e-407f-8feb-41d0cc54dc7a,122.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,60c5638c-28fa-4b5e-976a-11c6de1ab517,97.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,6162fa94-f602-4376-9659-f87433bca77e,61.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,1b3391c1-2f8b-49f8-a0d1-f876f1ed15f5,12.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,88530444-cbec-440d-8f06-bdc74ad46a3f,62.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
dc653cd9-2705-4a62-8fbf-ba472ac0b46c,4f7d0cf6-bf55-4514-9db0-b1f32e09f9ea,25.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
0cf9dac4-f665-45d3-b38e-5103562eef4f,60c5638c-28fa-4b5e-976a-11c6de1ab517,34.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
0cf9dac4-f665-45d3-b38e-5103562eef4f,3f3b0b0f-fcec-4653-a5c7-a7763bae7ec1,121.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
0cf9dac4-f665-45d3-b38e-5103562eef4f,9bd72cef-87e4-4108-a047-e3df0529eee9,105.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
0cf9dac4-f665-45d3-b38e-5103562eef4f,afb15d83-77bb-42bc-99dd-bc35ee2fd896,141.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
0cf9dac4-f665-45d3-b38e-5103562eef4f,69a2dbee-7de7-4514-9f3a-4012fea5d5a3,24.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
0cf9dac4-f665-45d3-b38e-5103562eef4f,ee6611b2-a656-4c16-b938-ccede9148216,90.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
4a1ccc3b-f5c0-4953-8284-459a4db4874d,008340ad-18b2-4ed8-9eab-da78f798910d,67.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
4a1ccc3b-f5c0-4953-8284-459a4db4874d,17015c7b-e74d-4774-afe9-0dd5cb837bed,139.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
4a1ccc3b-f5c0-4953-8284-459a4db4874d,678754a1-100d-4cef-ace6-2d66f80fe67e,90.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
4a1ccc3b-f5c0-4953-8284-459a4db4874d,7bd2d809-c73e-4b12-ad13-398b5a0235f8,136.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
4a1ccc3b-f5c0-4953-8284-459a4db4874d,1bb34aa2-e426-46e9-a518-d44fb6b419e5,59.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
4c5f4b54-14f4-475e-97f9-505ac05c1047,b5b94f34-17ee-4324-b5aa-377619ec67fc,111.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
4c5f4b54-14f4-475e-97f9-505ac05c1047,3f3b0b0f-fcec-4653-a5c7-a7763bae7ec1,103.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
4c5f4b54-14f4-475e-97f9-505ac05c1047,f2ccb5c7-cc9a-4776-ba35-df2c9bf7da19,15.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
4c5f4b54-14f4-475e-97f9-505ac05c1047,4220b200-ef4c-485a-8c07-12d57bdf1688,69.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
4c5f4b54-14f4-475e-97f9-505ac05c1047,8cf37f89-0b9b-409f-9c1c-e0db03666966,128.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
4c5f4b54-14f4-475e-97f9-505ac05c1047,0f6e6b4f-61e7-400f-b8d4-693e399d2b1e,85.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
4c5f4b54-14f4-475e-97f9-505ac05c1047,678754a1-100d-4cef-ace6-2d66f80fe67e,50.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
4c5f4b54-14f4-475e-97f9-505ac05c1047,6162fa94-f602-4376-9659-f87433bca77e,22.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
3a5239be-a771-4678-b252-462fa7562479,5c3da6a1-fffd-499f-9a1e-37a1b0706fd4,84.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
3a5239be-a771-4678-b252-462fa7562479,42b87fca-1db3-4666-8eff-f622cd40e0f7,84.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
3a5239be-a771-4678-b252-462fa7562479,d9f3d1c2-309c-417f-9e0f-1d39d62ea314,130.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
3a5239be-a771-4678-b252-462fa7562479,b224635c-e836-45a3-8d9a-150bcc18b1b7,120.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
3a5239be-a771-4678-b252-462fa7562479,71f878bb-a083-41d8-b81c-8b3b2abf6e9d,26.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
3a5239be-a771-4678-b252-462fa7562479,4fa170f1-a8b7-4cd3-9e5c-dc513c1fc25f,5.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
703aea7e-df98-4291-a1ef-fa6411711a60,4220b200-ef4c-485a-8c07-12d57bdf1688,78.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
703aea7e-df98-4291-a1ef-fa6411711a60,9bd72cef-87e4-4108-a047-e3df0529eee9,88.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
703aea7e-df98-4291-a1ef-fa6411711a60,1b3391c1-2f8b-49f8-a0d1-f876f1ed15f5,14.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
703aea7e-df98-4291-a1ef-fa6411711a60,c4e88c03-7fef-4d55-b9b9-3a3a79d1ba83,124.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
703aea7e-df98-4291-a1ef-fa6411711a60,7ebd8830-e505-4ed4-8fff-0a35d306e377,57.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
703aea7e-df98-4291-a1ef-fa6411711a60,c88c52ba-2534-40e4-8d49-3b0860df4649,107.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
703aea7e-df98-4291-a1ef-fa6411711a60,9266dcfa-f2c0-4ea5-a6d4-303297476cc4,46.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
703aea7e-df98-4291-a1ef-fa6411711a60,70da1e02-29df-4e19-83ca-e0e29d855544,145.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,f2bea0e2-73c0-4d58-89e4-2d61f59424f5,66.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,88530444-cbec-440d-8f06-bdc74ad46a3f,49.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,ec583eb9-56c3-422a-b34a-fbca1a285766,146.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,e4430f19-f09d-48c6-a096-1a363146de40,94.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,626c897a-34f6-412e-8f78-9474d056768a,87.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,5ef015e6-ac66-49a6-bc8a-d91c5ea037e3,116.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,1bb34aa2-e426-46e9-a518-d44fb6b419e5,59.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,414c6e0a-6b4b-4a47-9424-2589544c0985,4.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,3f3b0b0f-fcec-4653-a5c7-a7763bae7ec1,96.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
4b23caee-72df-4f8d-8829-10bba0de426a,8da402f8-94e1-4387-9468-c6b7cfcbf460,25.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
2face309-fffa-44c1-965f-1b5b53f3568e,4fa170f1-a8b7-4cd3-9e5c-dc513c1fc25f,13.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
2face309-fffa-44c1-965f-1b5b53f3568e,ec1cbb0d-0975-43de-9aad-33debf9138f9,34.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
2face309-fffa-44c1-965f-1b5b53f3568e,8da402f8-94e1-4387-9468-c6b7cfcbf460,128.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
2face309-fffa-44c1-965f-1b5b53f3568e,9266dcfa-f2c0-4ea5-a6d4-303297476cc4,66.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
2face309-fffa-44c1-965f-1b5b53f3568e,f1fe8e4c-494e-42c1-9db0-7ad42a28bfee,111.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
2face309-fffa-44c1-965f-1b5b53f3568e,5c92d401-9ee4-4940-9b73-86fa01228d4a,117.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
2face309-fffa-44c1-965f-1b5b53f3568e,0d105985-1449-480f-8a59-a28b1a842f3c,115.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
2face309-fffa-44c1-965f-1b5b53f3568e,0f6e6b4f-61e7-400f-b8d4-693e399d2b1e,143.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
2face309-fffa-44c1-965f-1b5b53f3568e,0540f760-856d-455b-b8cc-ea7959723c19,25.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
14cf6b16-a816-4d9a-86a7-92d03f8db22e,6162fa94-f602-4376-9659-f87433bca77e,141.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
14cf6b16-a816-4d9a-86a7-92d03f8db22e,b5b94f34-17ee-4324-b5aa-377619ec67fc,134.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
14cf6b16-a816-4d9a-86a7-92d03f8db22e,c4e88c03-7fef-4d55-b9b9-3a3a79d1ba83,53.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
14cf6b16-a816-4d9a-86a7-92d03f8db22e,d0156778-ad53-4edf-8292-2e114234573b,118.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
14cf6b16-a816-4d9a-86a7-92d03f8db22e,87dccb5b-5262-4b27-b292-0f3bc0ea915a,144.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
14cf6b16-a816-4d9a-86a7-92d03f8db22e,cb232181-c09f-4dc0-90fe-246ec3a8dad3,130.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
14cf6b16-a816-4d9a-86a7-92d03f8db22e,58564747-90f7-4053-bf00-599fe78dfa96,61.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
14cf6b16-a816-4d9a-86a7-92d03f8db22e,ee6611b2-a656-4c16-b938-ccede9148216,149.3,88eab83f-6a40-4470-a1bc-2d8d460bb105
14cf6b16-a816-4d9a-86a7-92d03f8db22e,e4430f19-f09d-48c6-a096-1a363146de40,135.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
f80684cf-5e0e-4e54-a5c3-252aac7dab99,f383e75c-cee2-4445-88de-922311c86037,22.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
f80684cf-5e0e-4e54-a5c3-252aac7dab99,8078633e-f337-40ad-828f-f545c3fb9503,114.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
f80684cf-5e0e-4e54-a5c3-252aac7dab99,e2e91854-f8ca-427f-9b32-e18fd2a48498,43.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
f80684cf-5e0e-4e54-a5c3-252aac7dab99,79d351be-2b19-4c35-8a93-0a426832bc23,99.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
f80684cf-5e0e-4e54-a5c3-252aac7dab99,008340ad-18b2-4ed8-9eab-da78f798910d,120.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
f80684cf-5e0e-4e54-a5c3-252aac7dab99,ec91d02e-e3f6-485e-b833-736251b98460,29.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
f80684cf-5e0e-4e54-a5c3-252aac7dab99,9bd72cef-87e4-4108-a047-e3df0529eee9,30.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
f80684cf-5e0e-4e54-a5c3-252aac7dab99,e0936c15-f17a-41f2-aacb-b91c81107046,59.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
7df670c3-6ee0-4856-959b-434b096543a7,f383e75c-cee2-4445-88de-922311c86037,93.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
7df670c3-6ee0-4856-959b-434b096543a7,5c3da6a1-fffd-499f-9a1e-37a1b0706fd4,127.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
7df670c3-6ee0-4856-959b-434b096543a7,8078633e-f337-40ad-828f-f545c3fb9503,31.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
7df670c3-6ee0-4856-959b-434b096543a7,a1fc11e8-6c74-4e1a-95a6-654f4c96bcf8,18.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
7df670c3-6ee0-4856-959b-434b096543a7,0f6e6b4f-61e7-400f-b8d4-693e399d2b1e,142.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
7df670c3-6ee0-4856-959b-434b096543a7,8cf37f89-0b9b-409f-9c1c-e0db03666966,146.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
7df670c3-6ee0-4856-959b-434b096543a7,f5d56393-a959-49db-a83f-82bb293e3f86,143.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
7df670c3-6ee0-4856-959b-434b096543a7,17015c7b-e74d-4774-afe9-0dd5cb837bed,26.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
7df670c3-6ee0-4856-959b-434b096543a7,c0ac9074-6434-422f-87b6-6cb85e853cb4,35.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
4ad7afe7-52e8-4ebf-a05b-ba0412b83a5c,709364bc-514e-4559-a8ec-ea71468dc891,57.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
4ad7afe7-52e8-4ebf-a05b-ba0412b83a5c,ec1cbb0d-0975-43de-9aad-33debf9138f9,111.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
4ad7afe7-52e8-4ebf-a05b-ba0412b83a5c,5c3da6a1-fffd-499f-9a1e-37a1b0706fd4,127.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
4ad7afe7-52e8-4ebf-a05b-ba0412b83a5c,414c6e0a-6b4b-4a47-9424-2589544c0985,28.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
4ad7afe7-52e8-4ebf-a05b-ba0412b83a5c,6162fa94-f602-4376-9659-f87433bca77e,140.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
4ad7afe7-52e8-4ebf-a05b-ba0412b83a5c,cb232181-c09f-4dc0-90fe-246ec3a8dad3,122.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
4ad7afe7-52e8-4ebf-a05b-ba0412b83a5c,7b9a0da2-f5f9-45d1-9fc4-8e26ed064936,104.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
4ad7afe7-52e8-4ebf-a05b-ba0412b83a5c,ab70cc29-3c38-4990-aacb-da019ba11dd1,97.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
f04cdf5b-4d07-4cc8-ab36-7f0eb07b1a2d,ca0aa585-83cd-496f-b04b-5578e131f293,110.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
f04cdf5b-4d07-4cc8-ab36-7f0eb07b1a2d,b224635c-e836-45a3-8d9a-150bcc18b1b7,116.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
f04cdf5b-4d07-4cc8-ab36-7f0eb07b1a2d,c88c52ba-2534-40e4-8d49-3b0860df4649,49.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
f04cdf5b-4d07-4cc8-ab36-7f0eb07b1a2d,008340ad-18b2-4ed8-9eab-da78f798910d,65.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
f04cdf5b-4d07-4cc8-ab36-7f0eb07b1a2d,7b9a0da2-f5f9-45d1-9fc4-8e26ed064936,40.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
f04cdf5b-4d07-4cc8-ab36-7f0eb07b1a2d,4c102109-1ee9-43c5-9e88-bacf0e668d0d,126.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
cd153e2d-2e85-4fb5-a1d6-5e32a2a55175,0f6e6b4f-61e7-400f-b8d4-693e399d2b1e,70.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
cd153e2d-2e85-4fb5-a1d6-5e32a2a55175,88530444-cbec-440d-8f06-bdc74ad46a3f,7.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
cd153e2d-2e85-4fb5-a1d6-5e32a2a55175,9bd72cef-87e4-4108-a047-e3df0529eee9,27.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
cd153e2d-2e85-4fb5-a1d6-5e32a2a55175,0540f760-856d-455b-b8cc-ea7959723c19,60.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
cd153e2d-2e85-4fb5-a1d6-5e32a2a55175,008340ad-18b2-4ed8-9eab-da78f798910d,66.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
151b8761-0606-42e5-8fbb-80e2196143fe,6162fa94-f602-4376-9659-f87433bca77e,34.3,88eab83f-6a40-4470-a1bc-2d8d460bb105
151b8761-0606-42e5-8fbb-80e2196143fe,79d351be-2b19-4c35-8a93-0a426832bc23,19.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
151b8761-0606-42e5-8fbb-80e2196143fe,60c5638c-28fa-4b5e-976a-11c6de1ab517,87.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
151b8761-0606-42e5-8fbb-80e2196143fe,1bb34aa2-e426-46e9-a518-d44fb6b419e5,96.1,88eab83f-6a40-4470-a1bc-2d8d460bb105
151b8761-0606-42e5-8fbb-80e2196143fe,8da402f8-94e1-4387-9468-c6b7cfcbf460,122.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
151b8761-0606-42e5-8fbb-80e2196143fe,7ebd8830-e505-4ed4-8fff-0a35d306e377,96.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
151b8761-0606-42e5-8fbb-80e2196143fe,f5d56393-a959-49db-a83f-82bb293e3f86,104.0,88eab83f-6a40-4470-a1bc-2d8d460bb105
151b8761-0606-42e5-8fbb-80e2196143fe,18d709a8-a642-4ddf-9734-5b22c02cfa3e,15.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
fd061d74-30ef-4827-8ca7-0591587b6121,f2ccb5c7-cc9a-4776-ba35-df2c9bf7da19,39.3,88eab83f-6a40-4470-a1bc-2d8d460bb105
fd061d74-30ef-4827-8ca7-0591587b6121,9749559b-1b4b-483c-897b-96bd1aaa26ec,84.8,88eab83f-6a40-4470-a1bc-2d8d460bb105
fd061d74-30ef-4827-8ca7-0591587b6121,f1fe8e4c-494e-42c1-9db0-7ad42a28bfee,27.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
fd061d74-30ef-4827-8ca7-0591587b6121,0f6e6b4f-61e7-400f-b8d4-693e399d2b1e,79.5,88eab83f-6a40-4470-a1bc-2d8d460bb105
fd061d74-30ef-4827-8ca7-0591587b6121,8da402f8-94e1-4387-9468-c6b7cfcbf460,130.4,88eab83f-6a40-4470-a1bc-2d8d460bb105
fd061d74-30ef-4827-8ca7-0591587b6121,21b74ccf-3fa4-4de2-959e-5bed5f5469de,39.6,88eab83f-6a40-4470-a1bc-2d8d460bb105
fd061d74-30ef-4827-8ca7-0591587b6121,e0936c15-f17a-41f2-aacb-b91c81107046,143.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
fd061d74-30ef-4827-8ca7-0591587b6121,ab70cc29-3c38-4990-aacb-da019ba11dd1,4.9,88eab83f-6a40-4470-a1bc-2d8d460bb105
fd061d74-30ef-4827-8ca7-0591587b6121,ec1cbb0d-0975-43de-9aad-33debf9138f9,90.3,88eab83f-6a40-4470-a1bc-2d8d460bb105
e7214fd1-4e49-4a46-a09a-93a074d44de6,f383e75c-cee2-4445-88de-922311c86037,43.3,88eab83f-6a40-4470-a1bc-2d8d460bb105
e7214fd1-4e49-4a46-a09a-93a074d44de6,e0936c15-f17a-41f2-aacb-b91c81107046,99.7,88eab83f-6a40-4470-a1bc-2d8d460bb105
e7214fd1-4e49-4a46-a09a-93a074d44de6,ee6611b2-a656-4c16-b938-ccede9148216,132.2,88eab83f-6a40-4470-a1bc-2d8d460bb105
