ingredient_id,category_id
e2e91854-f8ca-427f-9b32-e18fd2a48498,3474cacd-1736-4340-b2f0-0d54e867ac08
f2ccb5c7-cc9a-4776-ba35-df2c9bf7da19,1bd02f98-1753-4b1e-9f10-167ba32b1277
cb232181-c09f-4dc0-90fe-246ec3a8dad3,d53d188c-a5ac-4350-9a22-8b4d164314a1
1b3391c1-2f8b-49f8-a0d1-f876f1ed15f5,ac0c3163-6f3a-42fd-a5c3-8b90c9e5041c
9bd72cef-87e4-4108-a047-e3df0529eee9,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
ca0aa585-83cd-496f-b04b-5578e131f293,0f27ac3e-8d8d-438d-aa0d-ddeb1e279063
c261d725-4f92-4bb5-a150-0da24d7a520b,92c7dca9-642f-42ce-afb1-c932d00d7ea3
a1fc11e8-6c74-4e1a-95a6-654f4c96bcf8,1bd02f98-1753-4b1e-9f10-167ba32b1277
8da402f8-94e1-4387-9468-c6b7cfcbf460,0f27ac3e-8d8d-438d-aa0d-ddeb1e279063
c4e88c03-7fef-4d55-b9b9-3a3a79d1ba83,d53d188c-a5ac-4350-9a22-8b4d164314a1
31d3c9c1-2bca-4db6-8e6e-68a2e079938d,d50840dc-b61a-4fb8-a321-6ae2c20d7297
414c6e0a-6b4b-4a47-9424-2589544c0985,3474cacd-1736-4340-b2f0-0d54e867ac08
397a895b-3fe7-40a7-847c-ff5cebbceb4c,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
7bd2d809-c73e-4b12-ad13-398b5a0235f8,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
21b74ccf-3fa4-4de2-959e-5bed5f5469de,3474cacd-1736-4340-b2f0-0d54e867ac08
69a2dbee-7de7-4514-9f3a-4012fea5d5a3,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
7ebd8830-e505-4ed4-8fff-0a35d306e377,3474cacd-1736-4340-b2f0-0d54e867ac08
42b87fca-1db3-4666-8eff-f622cd40e0f7,92c7dca9-642f-42ce-afb1-c932d00d7ea3
d0156778-ad53-4edf-8292-2e114234573b,1bd02f98-1753-4b1e-9f10-167ba32b1277
18d709a8-a642-4ddf-9734-5b22c02cfa3e,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
ee6611b2-a656-4c16-b938-ccede9148216,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
70da1e02-29df-4e19-83ca-e0e29d855544,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
166b6140-d29b-441a-80f6-c13ce8e846ed,1bd02f98-1753-4b1e-9f10-167ba32b1277
f5d56393-a959-49db-a83f-82bb293e3f86,3474cacd-1736-4340-b2f0-0d54e867ac08
4f7d0cf6-bf55-4514-9db0-b1f32e09f9ea,d53d188c-a5ac-4350-9a22-8b4d164314a1
cabab904-8ec4-4d1b-b701-99093a9c8220,0f27ac3e-8d8d-438d-aa0d-ddeb1e279063
a9ce1c00-1b78-4246-82fe-f11c4e17252d,92c7dca9-642f-42ce-afb1-c932d00d7ea3
ec583eb9-56c3-422a-b34a-fbca1a285766,d53d188c-a5ac-4350-9a22-8b4d164314a1
5509cd51-1d9d-4dd4-9c7d-c1c943ca903b,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
5e768450-4ec5-41c9-9096-81edd2c010c3,ac0c3163-6f3a-42fd-a5c3-8b90c9e5041c
5c3da6a1-fffd-499f-9a1e-37a1b0706fd4,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
fb261397-84fc-4182-889b-96de72a6bd80,92c7dca9-642f-42ce-afb1-c932d00d7ea3
88530444-cbec-440d-8f06-bdc74ad46a3f,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
e4430f19-f09d-48c6-a096-1a363146de40,ac0c3163-6f3a-42fd-a5c3-8b90c9e5041c
8ec89983-aa4d-4ef6-83a8-27d7db93eb7c,ac0c3163-6f3a-42fd-a5c3-8b90c9e5041c
ec1cbb0d-0975-43de-9aad-33debf9138f9,0495c6e9-0cdc-456b-933b-c70f77e6bd6f
17015c7b-e74d-4774-afe9-0dd5cb837bed,6f580a45-22e8-4cdc-bced-7b07748aab53
cb232181-c09f-4dc0-90fe-246ec3a8dad3,6f580a45-22e8-4cdc-bced-7b07748aab53
c4e88c03-7fef-4d55-b9b9-3a3a79d1ba83,6f580a45-22e8-4cdc-bced-7b07748aab53
